"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"RT12RL","IN","2023-08-13 19:19:19",1,1,1,"Ich war in der Notaufnahme während meiner Schicht. Hatte viel Spaß mit der Pflege.",1,"232","2",4,"1","1",NA,4,12,232,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"RT12RL","IN","2023-08-13 19:19:19",1,1,2,"Dann sind gute Freunde von mir gekommen mit ihrem Kind (ca. 1,5 Jahre alt) gekommen, weil ihr Kind Fieber hat.",1,"231.232","2.1",3.4,"1","1",NA,3,16,231,2,3,1,1,2,232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"RT12RL","IN","2023-08-13 19:19:19",1,1,3,"Ich habe sie dann untersucht und war mir sehr unsicher, und sie wollten so dringend nach Hause!",1,"1","1",NA,"232","1",4,3,4,1,1,2,232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"RT12RL","IN","2023-08-13 19:19:19",1,1,4,"dann habe ich in die Ohren geschaut, das eine war sehr rot, aber ich war mir auch nicht ganz sicher.",1,"1","1",NA,"232","1",4,3,4,1,1,2,232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"RT12RL","IN","2023-08-13 19:19:19",1,1,5,"Und mit dem gleichen Gerät in die Augen geschaut/ gepieckst.",1,"1","1",NA,"232","1",4,3,4,1,1,2,232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"RT12RL","IN","2023-08-13 19:19:19",1,1,6,"Dann hat sich ein ganz großer, trüber Bluterguss in dem einen Auge hinter der Hornhaut gebildet - ganz ekelig.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"RT12RL","IN","2023-08-13 19:19:19",1,1,7,"Ich habe dann gesagt (und auch gedacht), dass das ganz normal ist und weg geht - aber mich trotzdem nicht gut gefühlt.",1,"1","1",NA,"231.232","2.1",3.4,3,17,1,1,2,231,2,3,NA,NA,NA,232,1,4,NA,NA,NA,NA,NA,NA,NA,22
"RT12RL","IN","2023-08-13 19:19:19",1,1,8,"Dann wollten sie nach Hause gehen.",1,"231.232","2.1",3.4,"1","1",NA,1,NA,231,2,3,1,1,2,232,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"RT12RL","IN","2023-08-13 19:19:19",1,1,9,"Aber sie hat auch so komisch geatmet, immer Atemausetzer gehabt.",1,"232","1",4,"1","1",NA,1,NA,232,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"RT12RL","IN","2023-08-13 19:19:19",1,1,10,"Die Eltern der Kleinen sagten mir, dass sei ganz normal.",1,"231","2",3,"1","1",NA,3,17,231,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
