"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"AE11CR","LN","2023-10-21 21:07:30",1,1,0,"Ich war mit meiner Traum-Familie (nicht meine echte) im Winter auf einem Grundstück etwas abseits, auf dem zwei Häuser standen. Meine Katzen waren dabei.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"AE11CR","LN","2023-10-21 21:07:30",1,1,1,"Ich habe mit meiner (echten) besten Freundin geplant eine Art Theater-Konzert zu besuchen, das direkt beim Grundstück veranstaltet werden soll, auf einer Open Air Bühne.",1,"1","1",NA,"231","1","2",5,4,1,1,2,231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"AE11CR","LN","2023-10-21 21:07:30",1,1,2,"Daher konnten wir bei den Proben schon zusehen. Der Rapper Finch war Teil des Stücks und war sehr involviert bei den Proben.",1,"3","1","1","1, 231","1","2",1,NA,3,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"AE11CR","LN","2023-10-21 21:07:30",1,1,3,"Meine beste Freundin und ich planen, ob wir noch woanders hinfahren und ob unser gemeinsamer bester Freund mit soll. Die Stimmung ist entspannt und ausgelassen.",1,"1","1",NA,"231","1","2",5,31,1,1,2,231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"AE11CR","LN","2023-10-21 21:07:30",1,2,1,"Szenenwechsel  Es gibt einen Familienstreit, an dessen Grund ich mich nicht erinnern kann. Die Stimmung wird unangenehmer, leicht bedrohlich.",1,"1","1",NA,"21","2","4",5,32,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"AE11CR","LN","2023-10-21 21:07:30",1,3,1,"Szenenwechsel  Wir haben alle zusammen einen kleinen Ausflug gemacht und sind mit einer Mischung aus Schaukel und Zipline durch einen Wald.",1,"1","1",NA,"21","2","4",4,4,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"AE11CR","LN","2023-10-21 21:07:30",1,3,2,"Erneut bricht ein Streit aus. (Eventuell kam eine weitere Person aus dem Wald dazu, ich bin nicht ganz sicher.)",1,"1","1",NA,"21","2","4",5,32,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"AE11CR","LN","2023-10-21 21:07:30",1,3,3,"Ich versuche durch  weiter Schaukeln  der Szene zu entkommen und die anderen zu motivieren, das selbe zu tun. Gleichzeitig hoffe ich, den einen, der im Streit involvierten Personen (von denen ich keine genaue Rollenzuteilung weiß) mit der Schaukel vielleicht am Kopf zu verletzen und auszuknocken.",1,"1","1",NA,"21","2","4",3,4,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"AE11CR","LN","2023-10-21 21:07:30",1,4,1,"Szenenwechsel  Meine besten Freunde und ich führen entspannt eine Unterhaltung über das Konzert und treffen letzte Entscheidungen in der Planung, zum Beispiel wie wir uns in der Show integrieren.",1,"1","1",NA,"231","2","4",5,4,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"AE11CR","LN","2023-10-21 21:07:30",1,5,0,"Szenenwechsel  Ab hier weiß ich, dass ich träume. Ich stehe als unsichtbarer Beobachter in der Szene. Die Stimmung ist sehr bedrohlich. Dadurch, dass ich mir dem Traum bewusst bin, bin ich allerdings nicht emotional involviert.  Der Familienstreit wird eskalieren und ich sehe einem Mann A zu, wie er sich bereit macht, gleich Mann B entgegenzutreten, der kurz darauf das Haus betritt. Mann A hat einen Plan, wie er Mann B austricksen und entfliehen kann, ...",1,"4","2","1","1","1",NA,2,32,4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"AE11CR","LN","2023-10-21 21:07:30",1,5,1,"… welcher allerdings prompt schief geht. Mann B drängt ihn in eine Ecke.",1,"4","1","1","4","1","1",3,21,4,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
