"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"YO06RL","LN","2023-07-17 17:09:03",1,1,0,"Letzte Nacht hatte ich mehrere nicht zusammenhängende Träume.  In einem Traum befand ich mich in einem Schulgebäude, welches mit nicht bekannt vorkam, aber viele Fensterfronten hatte. Es war Nacht und hat geregnet. In dem Gebäude waren wir praktisch eingeschlossen, denn obwohl sie nicht sichtbar waren, waren draußen vor dem Gebäude die Dementoren von Harry Potter.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"YO06RL","LN","2023-07-17 17:09:03",1,1,1,"Also mussten wir (ich und fremde Personen) sie abhalten und dafür sorgen, dass im Gebäude keine Panik ausbricht. Es waren unterschiedliche Personen anwesend, keiner davon kam mir bekannt vor.",1,"1","1",NA,"4","2","4",4,4,1,1,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"YO06RL","LN","2023-07-17 17:09:03",1,1,2,"Einige dieser Personen wollten gegen uns arbeiten und von innen sabotiere, während wir die Schutzwände gesichert haben.",1,"4","2",4,"1","1",NA,1,NA,4,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"YO06RL","LN","2023-07-17 17:09:03",1,1,3,"Dann wollten zwei ältere Frauen die Schule verlassen, weil sie es als chancenlos sahen, dieser Situation zu entfliehen.",1,"4","2",2,"1","1",NA,1,NA,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"YO06RL","LN","2023-07-17 17:09:03",1,1,4,"Also ließen wir sie.",1,"4","2",2,"1","1",NA,1,NA,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"YO06RL","LN","2023-07-17 17:09:03",1,1,5,"Die Saboteure konnten aufgehalten werden. Dazu nutzen ein paar andere Menschen und ich Zauberstäbe.",1,"1","1",NA,"4","2","4",4,4,1,1,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"YO06RL","LN","2023-07-17 17:09:03",1,1,999,"Auch, wenn die Situation stressig erscheint, empfand ich den Traum als eher angenehm und abenteuerlich. Es war besonders, in dem Traum zaubern zu können.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YO06RL","LN","2023-07-17 17:09:03",2,1,0,"Anschließend in einem anderen Traum war ich bei meiner Oma Väterlicherseits. Dabei sah sie nicht aus wie meine Oma und ihr Haus auch nicht wie ihr echtes Haus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"YO06RL","LN","2023-07-17 17:09:03",2,1,1,"Dort sollten wir (der Rest meiner unmittelbaren Familie war auch da) ihr helfen, ihr Haus aufzuräumen und zu entrümpeln. Ich musste aber um 13 Uhr zuhause sein, weil um 14 Uhr meine Online-Klausur in Allgemeine Psychologie 2 stattfand und ich mittagessen wollte.",1,"1","1",NA,"21","2","4",4,4,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"YO06RL","LN","2023-07-17 17:09:03",2,2,1,"Nach dem Entrümpeln war ich sehr müde, da es viel Arbeit war.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"YO06RL","LN","2023-07-17 17:09:03",2,2,999,"Dieser Traum war neutral und eher anstrengend.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"YO06RL","LN","2023-07-17 17:09:03",3,1,0,"Danach wurde zu einem weiteren Traum gewechselt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"YO06RL","LN","2023-07-17 17:09:03",3,1,1,"Ich befand mich als kleiner grade geschlüpfter Fisch mit ganz vielen anderen kleinen Fischen und Quallen im Meer. Es war sehr voll und „Stickig“. Die Fische und Quallen waren orange und forallfarben.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"YO06RL","LN","2023-07-17 17:09:03",3,1,2,"Dann erschienen Taucher, die das Korallenriff bzw. die Gegend in der ich mich als Fisch befand untersuchten, um dort ein Unterwasser Einkaufszentrum zu bauen. Ihre Tauchanzüge sahen so aus wie Astronautenanzüge.",1,"4","2",4,"1","1",NA,1,NA,4,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"YO06RL","LN","2023-07-17 17:09:03",3,1,3,"Plötzlich hatte ich das Bedürfnis dem Meer zu entkommen, weil es so voll war.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"YO06RL","LN","2023-07-17 17:09:03",3,2,1,"Also wechselte meine Rolle zu der eines Tauchers. Diese hatten kleine Uboote dabei, mit denen man auch ein kleines Stück fliegen konnte, damit man nicht so lange ans Festland zurück gebraucht hat.",1,"1","1",NA,"4","2","4",4,4,1,1,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"YO06RL","LN","2023-07-17 17:09:03",3,2,2,"Also flogen wir damit nach Hause. Die Flieger waren aber so schlecht, dass man es nur bis knapp zur Küste geschafft hatte.",1,"1","1",NA,"4","2","4",4,4,1,1,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"YO06RL","LN","2023-07-17 17:09:03",3,2,3,"Deshalb steuerte ich Essen (die Stadt) an.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"YO06RL","LN","2023-07-17 17:09:03",3,2,4,"Ich landete auf einer Trockenen Wiese.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"YO06RL","LN","2023-07-17 17:09:03",3,2,999,"Das besondere an diesem Traum war die Perspektive aus der Menge an Fischen und Quallen. Trotz der unangenehmen Umgebung war der Anblick schön. Da ich anschließend dieser Situation entfliehen konnte und tatsächlich übers Meer geflogen bin, war auch dieser Traum eher angenehm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"YO06RL","LN","2023-07-17 17:09:03",4,1,0,"Hier wechselt der Traum wieder zu einem anderen Abschnitt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"YO06RL","LN","2023-07-17 17:09:03",4,1,1,"Die Wiese gehörte zu einem Campingplatz, auf dem mein Abijahrgang als Abschlussfahrt campen war. Es war warm, trocken und Nachmittag, da das Licht warm war und es lange Schatten gab. Auf dem Campingplatz stand ein gr0ßer massiger Baum.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"YO06RL","LN","2023-07-17 17:09:03",4,1,2,"Ich war barfuß unterwegs und wollte auf ihn drauf klettern, …",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"YO06RL","LN","2023-07-17 17:09:03",4,1,3,"… aber an der ersten Gabelung der Zweige konnte ich sehen, dass ein großes Loch im Baum war.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"YO06RL","LN","2023-07-17 17:09:03",4,1,4,"Meine Freunde aus dem Abiturjahrgang erzählten mir, dass sie (wie viele Besucher*innen vorher) in diesem Baum regelmäßig ihr Lagerfeuer machen würden.",1,"231","2",4,"1","1",NA,3,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"YO06RL","LN","2023-07-17 17:09:03",4,1,5,"Ich wurde wütend und fragte eine der Freundinnen, ob es ihr gut gehe (im Sinne von: bist du verrückt?).",1,"1","1",NA,"231","1","1",3,22,1,1,2,231,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"YO06RL","LN","2023-07-17 17:09:03",4,1,6,"Also hatte ich vor, diesen Vorfall dem Campingplatz und unserer Lehrkraft zu melden.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"YO06RL","LN","2023-07-17 17:09:03",4,1,7,"Ich sagte meinen Klassenkameraden bescheid und machte mir keine Sorgen, ob sie das als übertrieben ansehen würde. Als sie meinten, dass ich eine Petze sei, sagte ich nur, dass ich sie nach dieser Fahrt eh nie wieder sehen würde und mir das ziemlich egal sei.",1,"1","1",NA,"231","2","4",5,32,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"YO06RL","LN","2023-07-17 17:09:03",4,2,1,"Abends gab es in Kleingruppen Reflektionen über den Tag.",1,"1","1",NA,"5","2","4",5,4,1,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"YO06RL","LN","2023-07-17 17:09:03",4,2,2,"Meine gruppe saß an einem Bahnsteig mitten im Nirgendwo aber trotzdem in der Nähe des Campingplatzes. Ein strengerer Lehrer hat die Gesprächsrunde geleitet. Dort erwähnte ich den Vorfall mit dem Baum und alle zeigten sich verständnisvoll.",1,"1","1",NA,"5","2","4",5,4,1,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"YO06RL","LN","2023-07-17 17:09:03",4,3,1,"Anschließend stiegen wir in eine Regionalbahn.",1,"1","1",NA,"5","2","4",4,4,1,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"YO06RL","LN","2023-07-17 17:09:03",4,3,2,"Der Lehrer wurde dann zu meinem alten Biologie-LK Lehrer und unterhielt sich mit mir über die Farbe meines Rucksacks. Anscheinend hatte ich Jahrelang einen gelben Rucksack mit in der Schule aber jetzt nicht mehr.",1,"1","1",NA,"232","1","1",5,4,1,1,2,232,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"YO06RL","LN","2023-07-17 17:09:03",4,3,999,"Dieser Traum war von der Stimmung eher neutral. Aber ich fühlte mich selbständig und die Atmosphäre auf dem Campingplatz im Sommer mit dem warmen Licht war sehr schön.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"YO06RL","LN","2023-07-17 17:09:03",5,1,0,"Anschließend hatte ich noch einen Traum an den ich mich nicht mehr erinnern kann.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"YO06RL","LN","2023-07-18 20:40:45",1,1,0,"Bei einem Traum war ich in der Bibliothek meiner Uni, obwohl sie nicht so aussah wie in echt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
