"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"UR05RL","LN","2023-08-20 08:03:01",1,1,0,"Ich war mit meiner großen Schwester (22 Jahre) und kleinsten Schwester (11) im Grugabad in Essen. Es war ein heißer Tag. Das Grugabad war größer als in Wirklichkeit und hatte außerdem einen Badesee, aber ich erkannte es in meinem Traum als Grugabad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"UR05RL","LN","2023-08-20 08:03:01",1,1,1,"Meine Schwestern und ich schwammen ein paar Bahnen in Becken, …",1,"1","1",NA,"212","2","2",4,4,1,1,2,212,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"UR05RL","LN","2023-08-20 08:03:01",1,1,2,"… bevor wir uns dazu entschieden, zum Badesee zu wechseln. Ich machte mir kurz Sorgen, ob meine jüngste Schwester es körperlich schaffen würde, im See weiter zu schwimmen.",1,"1","1",NA,"212","2","2",5,4,1,1,2,212,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"UR05RL","LN","2023-08-20 08:03:01",1,1,3,"Sie war aber stark genug.",1,"212","1","2","1","1",NA,1,NA,212,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"UR05RL","LN","2023-08-20 08:03:01",1,1,4,"Am Rande des Sees trafen wir eine Cousine mütterlicherseits und unterhielten uns mit ihr. Sie erzählte uns, dass ihr Vater vom 10er springen würde.",1,"1, 212","1, 2","2","214","1","2",5,4,NA,NA,2,214,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"UR05RL","LN","2023-08-20 08:03:01",1,2,1,"Auf dem Rückweg kurze Zeit später trafen wir dann auch noch unsere andere Cousine mütterlicherseits, die Schwester unserer Cousine. Sie zeigte uns, wie ihr Vater vom 10er gesprungen war.",1,"1, 212","1, 2","2","214","1","2",5,4,NA,NA,2,214,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"UR05RL","LN","2023-08-20 08:03:01",1,3,1,"Nach der Bahnfahrt …",1,"1","1",NA,"212","2","2",4,4,1,1,2,212,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"UR05RL","LN","2023-08-20 08:03:01",1,3,2,"… waren wir plötzlich in der Einfahrt unserer Oma väterlicherseits. Wir warteten dort auf unsere Cousine väterlicherseits, die uns zu ihr und ihrer Familie nach Hause abholen wollte. Es war immer noch sehr heiß.",1,"1","1",NA,"212","2","2",4,4,1,1,2,212,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"UR05RL","LN","2023-08-20 08:03:01",1,3,3,"Unsere Cousine kam mit ihrem Auto, …",1,"214","1","2","1","1",NA,1,NA,214,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"UR05RL","LN","2023-08-20 08:03:01",1,3,4,"… wir stiegen ein und fuhren los. Es war sehr stickig und warm im Auto.",1,"1","1",NA,"212, 214","2, 1","2",4,4,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
