"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"KR01DS","IN",2023-07-23 06:55:00,1,1,1,"Ich habe geträumt, dass meine Cousine, welche tatsächlich am letzten Wochenende geheiratet hat und schwanger ist, auf einer Art Podest steht und auf uns Gäste herunterschaut",1,"214",1,"2","1","1",NA,1,4,214,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"KR01DS","IN",2023-07-23 06:55:00,1,1,2,"und erklärt, dass die Schwangerschaft ungeplant war und wie es dazu gekommen ist (nicht vernünftig aufgepasst).",1,"214",1,"2","1, 5","1, 3",4,3,4,214,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"KR01DS","IN",2023-07-23 06:55:00,1,1,3,"Dabei hatte sie auch ihr Hochzeitskleid an und ihr Mann stand in seinem Hochzeitsanzug daneben.",1,"214, 232",1,"2, 1","1","1",NA,1,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"KR01DS","IN",2023-07-25 08:22:00,1,1,1,"Ich erinnere mich daran, mit meinem Freund in einem Behandlungszimmer eines Hausarztes gesessen und gewartet zu haben,",1,"1",1,NA,"22","1",1,4,4,1,1,2,22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"KR01DS","IN",2023-07-25 08:22:00,1,1,2,"als kurz darauf der Hausarzt (weißer Mann, graue Haare, ca Ende 50) hereinkam,",1,"3",1,"1","1","1",NA,1,NA,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"KR01DS","IN",2023-07-25 08:22:00,1,1,3,"um mich die verschiedensten Dinge zu fragen, die nichts mit meinen Rückenschmerzen zu tun hatten.",1,"3",1,"1","1","1",NA,5,4,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"KR01DS","IN",2023-07-25 08:22:00,1,1,4,"Ich beantwortete alle, hatte aber das Gefühl, dass der Arzt mir nicht helfen können wird mit solchen Fragen.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"KR01DS","IN",2023-07-25 08:22:00,1,2,1,"Zum Ende hin wirkte der Arzt ratlos und blätterte in seinen Unterlagen.",1,"3",1,"1","1","1",NA,1,NA,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"KR01DS","IN",2023-07-25 08:22:00,1,2,2,"Dann meldete sich mein Freund zu Wort und sagte, dass ich nicht regelmäßig/ ausreichend essen würde und schlug vor, dass das ein Grund für meine Rückenschmerzen sein könnten. Während ich zunehmend genervt war, weil das wieder etwas war, was nichts mit meinen Schmerzen zu tun hatte und er ohne eine Aufforderung so etwas über mich behauptet,",1,"22",1,"1","3","1",1,3,4,22,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"KR01DS","IN",2023-07-25 08:22:00,1,2,3,"schien dem Arzt der neue Einwand zu gefallen und er nickte erkenntnisreich. Ende",1,"3",1,"1","1","1",NA,1,NA,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"KR01DS","IN",2023-08-01 07:32:00,1,1,1,"Ich kann mich nur noch daran erinnern, dass ich ein Kleid getragen habe, dass lila und rosa war und mich damit selbst gesehen habe (aus der 3. Person). Ich war im Traum irritiert, warum ich das anhabe, denn ich trage solche Farben nie und mag auch lila in echt überhaupt nicht.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
