"id","date","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve"
"OA03VL",2023-08-24,2,-77,-77,"-66",1692845460,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OA03VL",2023-08-25,1,2,3,"Bein ersten Traum erinnere ich mich nur daran dass es in meiner Wohnung gespielt hat     Bein zweiten Traum waren bei Eltern anwesend und meine Oma wurde erwähnt. Es war glaube ich in einem Urlaubssetting und es gab einen Konflikt aber an mehr kann ich mich nicht erinnern",1692936720,2,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,47,23.5,1,1,1
"OA03VL",2023-08-26,1,2,2,"1. Traum  Wir sind von einer Familienfeier zurück gefahren und mein Vater, meine cousine und ihr Freund waren mit mir im Auto. Mein Vater ist 200 km/h gefahren und es leicht gegen eine Abtrennung auf der Autobahn gefahren und hat fast einen Unfall gebaut. Wir haben uns darüber bei ihm beschwert.  2. Traum  Ich war mit Freunden in einem Haus auf dem Land was von kleinen Zäunen umgeben war und nicht weit davon war das Meer oder der Ozean. Mehrere mystische/paranormale Wesen sind dort aufgetaucht und sollten uns bei etwas helfen, weil wir das Anwesen nicht verlassen konnten, weil in dem Wald Monster waren die uns angreifen würden. Eins dieser helfenden Wesen isr aber aus dem abwesen raus und zum Meer gegangen, weil es auxh ein wasserwesen war, es sah humanoid aus und hatte eine blass blaue und lila/pinke farbpalette. Wir haben dem Wesen nach geschrien aber es ist nicjt zurück gekehrt.  Danach machten wir uns fertig das Anwesen zu verlassen und wieder nach Hause zu fahren aber die 2 Freunde dem das Haus gehört haben gesagt sie müssen noch auf Toilette und meinten ich soll ich Auto warten. Die Handbremse vom Auto hat aber irgendwie nicht funktioniert und es ist nach unten gerollt, weil es auf einem Hügel stand. Ich hab versucht die Handbremse besser anzuziehen, aber es brachte nix und ich musste von hinten nach vorne klettern und ans Steuer, war aber schon relativ weit gefahren und fast in ein anderes Auto rein. Musste dann eine Stelle finden zum wenden und bin dann eine kurvige Straße zurück zu meinen Freunden gefahren.",1693025700,3,2,3,14,8,6,2,0,4,3,0,3,0,2,0,2,0,0,5,5,0,271,19.3571428571429,4.66666666666667,1.5,3
"OA03VL",2023-08-27,1,2,3,"Ich war in einer Großstadt und habe dort in einem Wolkenkratzer eine Tour gemacht die ich aber bereits schon mal gemacht habe. Der Wolkenkratzer hatte auch einen kugelformigen Teil der sich um den Hauptteil gedreht hat und in dem waren wir. Drin war ein Unternehmen und die haben gezeigt wie es bei denen so läuft. Die hatten Kratzbäume wo Katzen gelebt haben und ich war dort mit einer anderen Person und einer aus der Uni hat mir geschrieben dass er in der bib ist.  Dann kam irgendwie raus Ramses, der ägyptische Pharao, war der Chef (?) Von diesem Ort und wollte irgendwie ein Portal öffnen um dort Ressourcen zu klauen. Ich hab es irgendwie gefunden aber musste es unter der Erde verstecken und habe da gelebt, weil er was schlimmes getan hätte wenn er Zugriff zu dem Portal hätte",1693113360,4,1,2,8,5,3,0,0,3,1,1,2,1,0,0,1,0,0,1,4,1,143,17.875,4,2,2
"OA03VL",2023-08-28,1,2,3,"1 Traum  Eine Freundin und ich waren in der Schule oder so und mussten dann zu den öffentlichen Duschen gehen, wo aber alle badekleidung oder normale Klamotten in den Duschen an hatten. Und ich habe meine Haare gewaschen, weil es mein Geburtstag war und sie schlecht aussahen. Als ich das Shampoo gerade komplett aufgetragen habe kam jemand und sagte wir müssen gehen weil wir die Regeln verstoßen haben. Ich hab noch schnell meine Haare zuende gewaschen und dann sind wir zum Empfang wo der Mann uns gesagt hat, wir hätten die Regeln nicht befolgt, welche wären dass man bei schlechten Wetter Bedingungen eine andere Reihenfolge von Dingen machen muss als bei gutem Wetter, um umweltfreundlich zu sein. Was aber gar keinen Sinn ergibt und wir hatten das Gefühl abgezockt zu werden denn wie müssten insgesamt 50 € Strafe zahlen.  2. Traum  Ich war in der Tiefgarage meiner Wohnung und es kam zu einer kleinen Konfliktsituation an meinem Auto, aber danach bin ich mit 4 Leuten los gefahren um zur Uni zu kommen. Der Beifahrer hat mir die ganze Zeit gesagt wo ich lang fahren soll, weil er anscheinend eine kürzere Route kennt und hat währenddessen meine Fahrkünste kritisiert und sich beschwert, er hat sogar teilweise übernommen. Auf dem weg waren aber richtig viele Baustellen sodass wir durch seinen Weg gar nicht angekommen sind. ",1693199460,5,2,2,12,7,7,2,0,5,1,0,2,4,0,0,0,1,0,1,2,5,231,19.25,6,1,2
"OA03VL",2023-08-29,1,2,4,"1. Traum  Ich wollte einen Spieleabend organisieren aber einer aus der Gruppe hat mich richtig genervt also habe ich es abgesagt  2. Traum  Ich war in einer Kneipe oder so und dort waren viele meiner ehemaligen Klassenkameraden, mit denen ich zum Teil auch nicht wirklich befreundet war. Direkt neben der Tür war eine Toilette die offen am Eingang des Raumes stand und ich bin irgendwie mehrmals da auf Toilette gegangen und währenddessen haben eine paar meiner ehemaligen Klaussenkameraden mit mir gesprochen, vollkommen normal ohne auf die Toilette zu reagieren. Ich bin dann auch durch die Räume gelaufen mit jemanden und dort war ein Kicker und ein Billiard Tisch aber beim Billiard haben die auch irgendwie kicker gespielt. Bin dann in ein Badezimmer gekommen wo die Toilette komplett widerlich war und musste da dann auch auf Toilette und habe irgendwie vergessen meine Binde zu wechseln.",1693278780,6,2,4,8,5,2,0,0,2,3,0,0,2,3,0,0,1,0,6,0,3,150,18.75,2,2,3
"OA03VL",2023-08-30,1,2,3,"Ich war mit einer Freundin im Urlaub und wir haben versucht eine gemeinsame Spotify playlist zu machen, aber irgendwie hat es nicht funktioniert und sie war ständig gegen Sachen. Hab mich da auch an einen anderen Urlaub mit einer anderen Freundin erinnert",1693372320,7,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42,21,1,2,1
"OA03VL",2023-08-31,2,-77,-77,"-66",1693506600,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OA03VL",2023-09-01,1,2,3,"Ich war mit einem ehemaligen Klassenkameraden im Rewe einkaufen für Burger und ich habe ständig Dinge vergessen und musste wieder reingehen",1693566780,9,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11.5,2,1,NA
"OA03VL",2023-09-02,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
